customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,internet_service,online_security,tech_support,streaming_tv,monthly_usage_gb,support_calls,payment_delay,churn
608,75,Male,68,21.53,471.26,Two year,No,No,No internet service,No internet service,307,0,0,0
609,18,Female,50,58.15,1958.71,One year,Fiber optic,Yes,No internet service,Yes,324,1,0,0
610,64,Male,24,75.02,401.62,Month-to-month,Fiber optic,No,No,Yes,799,1,1,0
611,51,Female,19,77.82,1093.43,One year,Fiber optic,No internet service,No internet service,No internet service,69,7,2,1
612,49,Male,60,75.4,1185.36,Month-to-month,DSL,No internet service,No internet service,No,539,7,2,1
613,79,Female,39,30.75,2372.08,One year,Fiber optic,Yes,Yes,No internet service,794,1,2,0
614,71,Female,18,43.95,1379.38,Month-to-month,DSL,Yes,No,Yes,539,5,1,0
615,65,Male,19,48.7,549.84,One year,DSL,No,No,No internet service,782,4,2,0
616,42,Female,36,84.35,879.08,Month-to-month,Fiber optic,No,Yes,No,375,2,1,0
617,57,Male,55,42.3,779.01,One year,Fiber optic,No internet service,No internet service,Yes,578,4,0,0
618,62,Female,69,36.86,4866.73,One year,Fiber optic,No,No,No,941,4,0,0
619,70,Male,47,96.6,3808.5,Two year,Fiber optic,Yes,No internet service,No internet service,138,4,2,0
620,18,Male,49,20.71,4840.42,Two year,DSL,Yes,No,No internet service,535,2,0,0
621,33,Female,33,99.83,2226.72,Month-to-month,Fiber optic,Yes,No,No,757,2,0,1
622,78,Male,21,74.15,1427.92,One year,Fiber optic,Yes,No,No internet service,399,3,2,0
623,56,Male,22,86.28,4001.55,Month-to-month,DSL,Yes,No,No,133,6,0,1
624,22,Female,48,43.57,1664.96,Two year,No,No internet service,No internet service,No internet service,436,1,2,0
625,39,Male,37,21.15,1531.95,Month-to-month,No,No internet service,No internet service,No,136,9,2,1
626,46,Male,15,79.03,1200.9,Month-to-month,DSL,Yes,No internet service,No,356,3,0,0
627,72,Female,35,86.73,691.91,Two year,No,No,No internet service,Yes,899,3,0,0
628,20,Female,71,79.24,1319.49,One year,DSL,Yes,Yes,Yes,203,0,0,0
629,29,Male,32,31.43,1808.83,Month-to-month,Fiber optic,No internet service,No,No,489,9,0,1
630,43,Male,11,80.27,3386.27,Two year,Fiber optic,Yes,No,No internet service,789,7,0,1
631,33,Female,10,81.51,359.7,One year,No,No internet service,No,No internet service,313,0,1,1
632,68,Female,57,72.68,1092.01,Two year,Fiber optic,No internet service,Yes,No internet service,784,7,0,0
633,54,Male,25,81.29,4054.67,Month-to-month,No,Yes,No internet service,No,470,6,1,1
634,39,Female,2,87.67,777.26,One year,No,Yes,No,No,542,8,2,1
635,74,Male,64,69.09,1746.09,One year,Fiber optic,No,No internet service,No,682,7,0,0
636,46,Male,35,27.09,4330.06,Two year,Fiber optic,No internet service,No internet service,No,460,4,0,0
637,31,Male,7,59.01,816.88,Two year,No,No,Yes,Yes,222,7,0,1
638,45,Male,18,26.21,459.55,Two year,Fiber optic,Yes,Yes,No,53,9,2,1
639,22,Male,67,52.6,2448.46,One year,DSL,No internet service,No internet service,No internet service,903,2,1,0
640,64,Female,42,52.57,1546.98,One year,Fiber optic,No,No,Yes,689,9,1,1
641,66,Female,39,25.28,2838.87,Month-to-month,Fiber optic,No,No,No internet service,521,6,0,1
642,47,Female,41,47.91,4028.83,One year,DSL,No,Yes,No,159,3,0,0
643,63,Female,24,28.88,728.89,Month-to-month,Fiber optic,Yes,Yes,Yes,916,4,0,0
644,79,Male,60,84.66,2924.46,Two year,Fiber optic,Yes,Yes,No,86,8,0,1
645,69,Male,46,95.82,2552.27,Two year,No,Yes,Yes,Yes,632,6,2,1
646,22,Male,19,25.79,763.19,One year,Fiber optic,No internet service,Yes,No internet service,850,3,0,0
647,29,Male,68,96.41,3138.79,Two year,Fiber optic,Yes,Yes,No,80,5,2,0
648,33,Female,42,61.81,1404.52,Two year,DSL,No internet service,Yes,No,430,9,0,0
649,43,Male,32,43.97,2464.78,One year,No,No,No,Yes,317,6,1,1
650,43,Male,39,26.15,457.25,Month-to-month,No,No,Yes,Yes,60,9,1,1
651,65,Female,36,60.05,2324.94,One year,No,Yes,Yes,No,393,8,0,0
652,38,Female,36,83.56,1566.99,Month-to-month,Fiber optic,No,No,Yes,889,3,0,1
653,56,Female,3,76.57,4120.79,One year,No,Yes,No,No,593,9,2,1
654,53,Female,8,24.02,332.04,One year,DSL,No internet service,No internet service,Yes,618,2,0,0
655,50,Male,70,25.83,2122.11,Two year,No,No,Yes,No internet service,215,7,0,0
656,79,Male,41,52.23,2319.24,One year,DSL,Yes,Yes,Yes,749,0,0,0
657,47,Female,68,43.62,3638.78,One year,No,No,Yes,No internet service,391,8,1,0
658,54,Male,13,38.59,2892.72,Month-to-month,No,No,Yes,Yes,531,0,2,1
659,40,Male,49,42.48,3352.7,Two year,DSL,Yes,No internet service,Yes,68,1,1,0
660,75,Male,60,84.28,3896.39,Month-to-month,No,No,No,No,677,7,2,1
661,27,Female,2,94.34,4317.9,Month-to-month,No,No,No,Yes,233,8,1,1
662,71,Male,60,52.41,1603.68,Two year,No,No,Yes,Yes,831,6,0,0
663,22,Female,5,92.49,2713.21,Two year,Fiber optic,No,Yes,No internet service,594,2,1,0
664,53,Male,44,45.72,4208.53,Two year,DSL,No internet service,Yes,Yes,59,6,1,0
665,51,Male,27,58.11,4947.78,One year,No,No,No internet service,No,641,5,2,0
666,69,Male,32,38.08,4453.12,Two year,DSL,No,No internet service,No internet service,241,1,2,0
667,48,Female,21,71.24,1888.76,Two year,DSL,Yes,No,No,369,2,1,0
668,27,Male,8,98.32,1016.07,Two year,DSL,No internet service,Yes,No,751,9,2,1
669,75,Female,50,68.28,2472.49,Month-to-month,No,Yes,Yes,No,629,9,2,1
670,36,Female,67,48.63,3721.13,Month-to-month,No,Yes,Yes,No,524,4,2,1
671,75,Female,44,71.83,2488.22,One year,DSL,Yes,Yes,No internet service,909,9,2,1
672,49,Male,58,29.83,2441.75,Month-to-month,Fiber optic,No internet service,No internet service,Yes,686,3,2,1
673,18,Male,3,91.09,4199.24,One year,DSL,Yes,No,No,476,1,1,1
674,73,Male,70,60.25,1838.95,Month-to-month,Fiber optic,Yes,No,No internet service,897,3,2,1
675,22,Male,2,55.95,4305.98,Two year,DSL,Yes,No internet service,No,108,7,0,1
676,62,Female,44,66.87,2063.68,Month-to-month,DSL,No,Yes,Yes,485,4,1,0
677,21,Female,2,69.98,1674.75,One year,DSL,Yes,No,No internet service,146,4,1,0
678,33,Female,35,25.74,2297.25,Month-to-month,No,No internet service,No,No internet service,545,9,1,1
679,41,Male,30,74.61,3824.11,Two year,Fiber optic,No internet service,No internet service,Yes,836,2,2,0
680,33,Female,8,39.35,673.71,One year,Fiber optic,No,Yes,No internet service,710,7,0,1
681,72,Male,22,77.12,1022.28,Two year,DSL,No internet service,No,Yes,327,5,2,0
682,19,Female,44,85.8,4759.65,Two year,No,No internet service,Yes,No internet service,314,1,1,0
683,66,Male,58,84.32,918.68,One year,No,No,No,No internet service,58,1,1,0
684,45,Male,36,64.2,2860.25,Two year,Fiber optic,Yes,No internet service,Yes,506,8,1,0
685,49,Female,69,61.61,2917.61,Two year,No,No,Yes,Yes,844,6,1,0
686,44,Female,31,31.43,2473.64,Month-to-month,Fiber optic,Yes,No internet service,No internet service,322,9,2,1
687,37,Female,47,82.03,3241.49,Two year,Fiber optic,Yes,No,No internet service,989,8,0,1
688,41,Female,55,41.71,1187.64,Two year,Fiber optic,No internet service,No internet service,Yes,862,5,0,0
689,29,Male,62,59.74,2785.68,Two year,No,No,No internet service,Yes,57,4,1,0
690,67,Female,30,42.74,1892.26,Two year,Fiber optic,No internet service,No internet service,No internet service,257,0,0,0
691,52,Female,55,30.71,3325.25,One year,Fiber optic,No internet service,No,No internet service,963,5,1,0
692,77,Female,16,70.36,749.06,Month-to-month,DSL,Yes,Yes,No internet service,686,5,1,0
693,50,Male,12,24.35,2875.84,Two year,Fiber optic,No internet service,No internet service,Yes,172,2,0,0
694,50,Male,17,79.89,967.09,Two year,Fiber optic,No,Yes,No internet service,82,2,1,0
695,78,Female,16,45.41,1429.28,One year,DSL,No internet service,No,No,562,2,0,0
696,68,Male,12,20.01,1132.61,Two year,DSL,No internet service,Yes,Yes,253,2,1,0
697,60,Female,8,60.89,955.05,One year,No,Yes,No internet service,No internet service,567,6,0,1
698,54,Male,3,23.75,4137.27,Month-to-month,Fiber optic,No,No internet service,Yes,858,9,1,1
699,29,Male,16,42.09,1464.25,Month-to-month,No,No internet service,No internet service,No,566,1,0,0
700,20,Male,30,76.56,4639.26,Two year,No,Yes,No internet service,Yes,492,9,1,0
701,18,Male,23,25.02,4851.14,Two year,DSL,No internet service,No internet service,No internet service,641,9,1,0
702,50,Female,5,87.15,2877.74,Two year,No,No,No internet service,No,835,1,1,0
703,57,Female,65,20.31,757.86,One year,Fiber optic,No internet service,No,No,738,2,0,0
704,27,Female,30,39.75,1904.01,Two year,DSL,No internet service,No,No internet service,899,9,2,1
705,60,Male,21,79.27,3998.77,Two year,Fiber optic,Yes,No,No internet service,882,6,1,1
706,61,Female,70,45.3,1868.58,Month-to-month,Fiber optic,No internet service,Yes,No internet service,388,2,1,0
707,46,Female,22,28.15,480.74,Two year,DSL,Yes,Yes,Yes,487,6,0,0
708,30,Female,32,48.82,2806.09,Month-to-month,Fiber optic,No,No,Yes,494,8,1,1
709,29,Male,33,41.63,4233.35,Two year,DSL,No internet service,Yes,Yes,185,9,1,0
710,48,Male,16,87.42,3989.84,Month-to-month,Fiber optic,No,Yes,No internet service,436,3,1,0
711,63,Male,38,45.07,916.86,Two year,DSL,No,No internet service,No internet service,74,6,1,0
712,19,Female,14,83.11,3380.18,Month-to-month,No,No internet service,No internet service,Yes,555,8,2,1
713,78,Female,36,91.35,1141.5,One year,Fiber optic,Yes,Yes,No,374,7,2,1
714,68,Female,23,54.71,1130.13,Month-to-month,DSL,No,Yes,Yes,744,7,1,1
715,67,Male,66,92.8,4376.66,Month-to-month,Fiber optic,No,No,No,729,8,1,1
716,52,Male,2,50.19,1285.86,Month-to-month,Fiber optic,No internet service,Yes,No internet service,387,4,1,1
717,40,Female,65,97.13,1353.07,Two year,Fiber optic,No internet service,No internet service,No internet service,739,4,2,0
718,34,Male,67,27.14,53.23,Two year,DSL,No internet service,Yes,Yes,934,2,2,0
719,43,Male,52,74.96,4359.81,Two year,No,No internet service,No,Yes,144,4,0,0
720,25,Male,62,59.51,3973.34,One year,No,No internet service,No internet service,No internet service,594,7,0,0
721,46,Male,23,51.01,3155.28,One year,No,No internet service,No internet service,Yes,672,4,1,0
722,43,Female,26,70.62,3763.82,Month-to-month,DSL,Yes,No internet service,No internet service,195,3,1,0
723,27,Male,68,76.31,802.64,One year,No,No,No internet service,No internet service,942,7,2,1
724,43,Male,55,20.35,2318.7,Month-to-month,DSL,Yes,Yes,No,280,6,1,1
725,79,Male,6,33.36,1788.54,Month-to-month,Fiber optic,Yes,No,Yes,833,5,1,1
726,51,Male,35,77.04,514.19,Month-to-month,Fiber optic,No internet service,Yes,No internet service,897,4,2,1
727,68,Female,22,73.31,2456.35,One year,No,No,Yes,Yes,544,4,2,0
728,58,Female,43,97.28,4607.66,Two year,DSL,Yes,No internet service,No,87,9,2,1
729,24,Male,15,80.88,248.29,One year,Fiber optic,No internet service,No,No,474,1,2,1
730,21,Male,60,96.06,1492.73,Month-to-month,DSL,No internet service,No internet service,Yes,696,3,0,0
731,75,Male,12,76.2,1077.33,Month-to-month,DSL,No,Yes,Yes,895,7,2,1
732,70,Male,49,43.84,1228.83,One year,Fiber optic,Yes,Yes,No internet service,796,7,2,1
733,67,Male,42,28.43,4546.75,Month-to-month,DSL,Yes,No internet service,No,486,0,1,0
734,62,Male,38,82.55,2366.94,Month-to-month,Fiber optic,Yes,Yes,No,880,1,1,0
735,28,Female,45,71.53,2358.18,One year,Fiber optic,No internet service,Yes,No,417,4,1,0
736,46,Male,35,23.85,3814.85,One year,Fiber optic,No,No internet service,Yes,394,8,0,0
737,73,Female,30,48.8,814.74,One year,DSL,No,Yes,No internet service,209,9,2,1
738,53,Female,30,96.54,2461.96,Month-to-month,Fiber optic,Yes,No,Yes,599,6,2,1
739,42,Male,6,60.03,2178.43,Month-to-month,DSL,No internet service,No internet service,Yes,711,9,0,1
740,38,Female,67,54.62,3004.71,Two year,Fiber optic,Yes,No,Yes,961,4,2,0
741,78,Female,7,56.62,4997.81,Two year,Fiber optic,No,Yes,No internet service,869,0,1,0
742,74,Female,52,36.71,3858.77,One year,No,No internet service,Yes,Yes,590,5,0,0
743,53,Female,14,49.5,2019.44,Two year,No,Yes,No internet service,No,193,7,2,1
744,27,Female,15,49.59,4146.39,Month-to-month,No,Yes,Yes,No,637,6,0,1
745,54,Female,21,24.19,895.01,Two year,DSL,No internet service,No internet service,No,706,1,0,0
746,26,Male,35,81.41,200.8,Month-to-month,DSL,No,No internet service,No internet service,790,4,2,1
747,41,Female,66,53.32,1062.02,One year,Fiber optic,No internet service,No internet service,Yes,625,3,1,0
748,52,Female,2,85.77,1735.04,One year,Fiber optic,Yes,No internet service,No internet service,908,8,2,1
749,66,Female,35,88.03,2577.37,Month-to-month,Fiber optic,Yes,No internet service,Yes,394,9,2,1
750,52,Male,20,36.96,3094.89,Two year,Fiber optic,Yes,No,No,318,0,1,0
751,65,Female,10,72.59,4557.5,One year,DSL,Yes,No internet service,Yes,889,5,2,1
752,53,Male,25,57.78,2573.78,One year,Fiber optic,No,No,Yes,745,2,2,0
753,35,Female,66,90.41,2531.31,Two year,Fiber optic,No,Yes,Yes,822,8,2,1
754,66,Male,25,37.26,298.7,Two year,No,Yes,No internet service,No internet service,317,4,0,0
755,56,Male,54,74.23,222.81,Month-to-month,Fiber optic,No,Yes,Yes,218,5,0,0
756,49,Female,33,68.62,2778.24,Two year,Fiber optic,No,No internet service,Yes,820,8,0,0
757,41,Female,36,43.62,2218.98,Two year,Fiber optic,No,No,Yes,788,8,2,1
758,40,Male,14,30.93,4203.94,Two year,DSL,Yes,No,No internet service,82,7,1,1
759,79,Female,65,72.13,845.36,Month-to-month,No,No internet service,No,No internet service,426,8,0,1
760,49,Male,54,79.09,173.61,Month-to-month,Fiber optic,No internet service,Yes,No internet service,263,3,1,0
761,54,Male,52,45.25,2272.74,One year,Fiber optic,No internet service,No internet service,Yes,611,5,2,0
762,29,Male,3,71.59,1225.52,Month-to-month,No,Yes,Yes,No,489,4,0,1
763,66,Male,41,51.61,295.59,One year,Fiber optic,No,No,No,541,4,2,0
764,72,Male,6,77.06,3636.76,Two year,DSL,No,Yes,No,442,3,1,0
765,30,Female,25,35.94,602.39,One year,Fiber optic,Yes,No,Yes,538,1,0,0
766,40,Male,13,91.22,3061.18,One year,DSL,Yes,No,No,771,5,0,0
767,42,Male,8,42.99,1441.2,Two year,DSL,No internet service,No,No,995,8,0,1
768,52,Female,21,49.42,908.81,One year,Fiber optic,No internet service,No internet service,No,78,0,0,0
769,58,Male,68,24.65,1929.77,Month-to-month,No,Yes,No internet service,Yes,88,6,1,1
770,47,Female,25,28.92,4017.16,Month-to-month,DSL,No internet service,No,No,908,5,0,0
771,34,Female,68,61.27,1990.86,Month-to-month,No,No,Yes,No,661,2,2,1
772,66,Female,45,41.41,3766.31,Month-to-month,Fiber optic,Yes,Yes,Yes,222,0,0,0
773,79,Male,60,86.84,671.16,One year,DSL,Yes,No internet service,No internet service,66,3,1,0
774,37,Male,12,21.18,3875.22,One year,Fiber optic,No,No,No,105,8,0,1
775,65,Male,32,50.33,1222.82,Two year,No,No,Yes,No internet service,275,1,1,0
776,42,Female,13,46.99,3403.1,One year,Fiber optic,No,No,No,607,2,1,0
777,39,Male,31,21.55,2850.62,One year,Fiber optic,No internet service,Yes,Yes,116,1,2,0
778,30,Female,20,29.95,4649.27,One year,DSL,Yes,No internet service,No internet service,246,1,0,0
779,76,Male,18,53.09,1967.25,Two year,Fiber optic,No internet service,No,No internet service,703,9,0,1
780,36,Female,60,59.43,377.52,Month-to-month,Fiber optic,No,No,No internet service,884,7,0,1
781,66,Male,63,52.34,144.82,One year,Fiber optic,No internet service,Yes,No internet service,72,2,2,0
782,53,Male,6,62.48,4142.95,Two year,DSL,No,Yes,No,655,6,2,1
783,29,Male,32,67.61,2647.44,Two year,No,No internet service,Yes,No,803,7,1,0
784,78,Female,43,20.79,3887.46,Two year,No,No internet service,No,No internet service,286,2,1,0
785,58,Female,2,57.13,1210.41,Month-to-month,Fiber optic,No,No internet service,No,968,1,1,1
786,36,Male,60,97.08,1758.16,One year,DSL,No internet service,No internet service,No internet service,972,7,2,1
787,29,Male,23,61.52,199.01,Two year,Fiber optic,Yes,Yes,No internet service,615,2,2,0
788,26,Female,31,74.2,4809.39,Month-to-month,No,No internet service,No internet service,Yes,187,6,2,1
789,24,Female,5,44.95,3355.95,Two year,DSL,No internet service,Yes,No internet service,522,0,1,0
790,45,Female,34,81.92,4669.37,Two year,No,Yes,No internet service,No,894,5,2,0
791,31,Male,10,81.83,1364.21,Two year,No,No,No,No internet service,833,8,1,1
792,48,Female,2,61.7,3076.74,Two year,DSL,Yes,Yes,Yes,602,2,1,0
793,69,Male,11,98.08,3408.57,Two year,DSL,No internet service,No internet service,No,659,6,0,1
794,36,Female,50,30.04,1621.87,Month-to-month,Fiber optic,No,No,Yes,744,5,0,0
795,75,Male,31,21.36,4248.14,One year,Fiber optic,No internet service,No internet service,Yes,689,7,0,0
796,64,Female,56,81.61,4738.45,One year,No,No internet service,No,No internet service,278,2,1,0
797,33,Female,9,84.57,4430.03,One year,DSL,Yes,No,Yes,366,2,0,1
798,70,Female,21,29.62,3708.38,One year,DSL,Yes,No internet service,Yes,647,3,0,0
799,22,Female,28,41.25,1423.45,Month-to-month,Fiber optic,No,No internet service,No,817,2,0,0
800,52,Female,62,21.4,1444.0,Month-to-month,No,No,No,Yes,770,8,2,1
801,29,Male,7,43.46,4818.63,Month-to-month,No,No,No,No internet service,776,3,1,1
802,42,Female,16,81.85,100.91,Two year,Fiber optic,No internet service,No,No internet service,935,5,0,0
803,69,Female,4,61.44,3594.45,Two year,DSL,Yes,Yes,No internet service,661,7,2,1
804,76,Female,4,47.85,3545.92,Two year,Fiber optic,Yes,No,Yes,610,7,2,1
805,38,Male,40,49.74,3132.31,One year,Fiber optic,Yes,Yes,No,250,4,2,0
806,53,Female,17,20.11,4951.04,Two year,Fiber optic,No,No,No internet service,997,4,0,0
807,70,Male,52,43.98,1593.8,One year,Fiber optic,Yes,Yes,Yes,307,5,2,0
808,40,Female,52,71.72,1732.86,Two year,DSL,Yes,No,No internet service,529,9,1,1
809,33,Female,36,97.94,440.75,One year,Fiber optic,Yes,No,No internet service,937,6,2,1
810,74,Male,38,87.76,2241.85,Two year,DSL,No,No,No,227,9,2,1
811,56,Female,50,21.89,1342.19,Two year,Fiber optic,Yes,No internet service,No internet service,806,6,2,1
812,62,Male,63,91.88,1749.76,Month-to-month,No,No,No internet service,No,172,3,2,1
813,70,Male,63,82.66,4181.13,Two year,DSL,Yes,No,Yes,391,5,1,0
814,59,Female,62,82.43,4680.65,Two year,No,Yes,Yes,No internet service,220,6,0,1
815,75,Male,7,56.64,969.38,Month-to-month,Fiber optic,Yes,Yes,Yes,894,4,1,1
816,56,Female,27,51.84,1893.92,One year,Fiber optic,No,No,Yes,697,4,1,0
817,31,Female,14,44.23,4646.72,Month-to-month,Fiber optic,No,No internet service,Yes,108,1,0,0
818,48,Male,71,25.26,355.95,Month-to-month,DSL,Yes,Yes,No internet service,754,6,2,1
819,75,Male,5,38.26,507.18,One year,No,No internet service,No internet service,No,514,5,0,0
820,22,Male,55,39.73,855.82,Two year,DSL,No,Yes,No internet service,829,0,0,0
821,52,Male,2,58.73,2996.3,One year,DSL,No,No,Yes,309,3,1,0
822,40,Female,62,79.8,794.84,Two year,Fiber optic,Yes,No internet service,No,422,2,0,0
823,46,Female,21,57.9,4841.98,Two year,No,No internet service,Yes,Yes,144,2,2,0
824,60,Male,21,24.63,2261.24,One year,Fiber optic,Yes,No,No,174,6,1,1
825,28,Female,10,96.62,2532.51,Month-to-month,DSL,No,No,No internet service,90,9,2,1
826,35,Female,58,95.42,1270.96,One year,Fiber optic,No,No,No,940,3,1,0
827,64,Female,39,82.82,2381.25,Two year,No,Yes,No internet service,No internet service,303,7,2,1
828,29,Female,5,99.31,3326.47,One year,Fiber optic,Yes,No internet service,Yes,56,8,0,1
829,26,Male,65,63.56,3768.33,One year,No,No internet service,No,No,520,2,0,0
830,27,Male,13,97.02,3781.65,Two year,No,No internet service,No internet service,Yes,777,4,0,0
831,75,Female,53,26.05,2910.56,Month-to-month,Fiber optic,No,Yes,No,560,3,2,1
832,61,Male,45,49.25,4526.58,One year,DSL,No internet service,No,No internet service,630,9,1,1
833,34,Male,32,38.03,4096.17,Two year,Fiber optic,No internet service,No,No,118,5,1,0
834,78,Male,36,35.67,3797.39,Two year,DSL,No,No internet service,No,130,9,1,0
835,55,Female,60,31.26,325.25,One year,DSL,No,No,No internet service,591,3,0,0
836,24,Female,11,69.79,84.05,Month-to-month,Fiber optic,No,Yes,No internet service,634,7,2,1
837,63,Female,63,82.51,1101.61,One year,DSL,No,No internet service,No internet service,311,2,1,0
838,30,Male,21,66.26,3334.44,Month-to-month,DSL,Yes,No internet service,No,138,4,2,1
839,57,Female,52,31.76,2085.43,Month-to-month,Fiber optic,No,No,Yes,964,0,1,0
840,59,Female,55,84.89,2041.91,Month-to-month,Fiber optic,No,No,No,257,5,0,1
841,26,Male,26,70.88,4428.71,Month-to-month,Fiber optic,No,No,No,262,4,2,1
842,67,Female,68,51.05,4483.04,One year,DSL,No internet service,No internet service,Yes,883,7,1,0
843,44,Female,34,73.93,4550.42,Two year,No,No,No,No internet service,315,8,1,1
844,75,Male,52,40.79,1603.7,Two year,DSL,Yes,Yes,No,961,7,1,0
845,19,Male,52,47.62,3470.73,Two year,No,Yes,No,Yes,342,7,1,1
846,22,Male,29,93.4,1394.58,Two year,Fiber optic,No,No,No internet service,256,2,0,0
847,46,Female,38,43.24,993.52,Two year,No,Yes,No internet service,No internet service,382,3,1,0
848,54,Female,42,57.6,963.93,Two year,Fiber optic,No internet service,No,No,126,3,1,0
849,55,Female,21,91.21,1743.43,One year,Fiber optic,No,No internet service,No internet service,337,4,0,0
850,36,Male,42,76.62,2178.29,Month-to-month,No,Yes,No,No internet service,96,8,1,1
851,25,Male,13,24.98,4163.2,Two year,Fiber optic,Yes,Yes,Yes,671,8,2,1
852,65,Female,64,31.78,643.46,One year,No,No,Yes,Yes,249,9,2,1
853,62,Female,17,20.63,3687.88,Two year,Fiber optic,Yes,No internet service,No internet service,476,0,1,0
854,18,Male,9,70.47,2680.7,Two year,DSL,No,No internet service,Yes,259,7,0,1
855,39,Male,41,55.81,1475.33,Month-to-month,DSL,Yes,No,No internet service,937,0,0,0
856,69,Male,1,30.74,2489.46,Month-to-month,Fiber optic,No internet service,No,No,469,1,0,1
857,34,Male,2,96.63,1534.71,Month-to-month,Fiber optic,Yes,Yes,Yes,203,6,1,1
858,24,Female,60,62.37,3000.61,Two year,No,Yes,No,No internet service,571,7,1,1
859,42,Male,48,39.35,2197.53,Two year,DSL,No,Yes,No internet service,464,0,2,0
860,62,Female,29,60.05,863.81,Two year,No,Yes,No internet service,Yes,402,2,0,0
861,21,Female,10,74.37,627.09,Month-to-month,Fiber optic,No,No,Yes,206,6,1,1
862,53,Female,58,26.1,2756.14,One year,Fiber optic,No internet service,No internet service,No,310,8,1,0
863,23,Male,60,41.98,4516.94,Two year,No,No,No,No internet service,126,7,1,1
864,77,Male,21,84.56,1752.59,Two year,Fiber optic,No,Yes,No,818,7,0,1
865,48,Male,28,56.77,3678.35,Two year,DSL,Yes,No internet service,No,537,8,0,0
866,36,Male,34,63.73,3310.37,One year,No,No internet service,No internet service,No,180,9,2,1
867,78,Female,8,54.63,4661.2,Two year,DSL,No,No,Yes,628,2,0,0
868,61,Male,59,23.51,4113.86,One year,DSL,Yes,No internet service,No,504,7,1,0
869,71,Male,49,33.26,2854.7,Two year,DSL,Yes,Yes,Yes,789,0,2,0
870,56,Female,17,55.64,3302.3,One year,No,No,No internet service,Yes,212,7,0,0
871,44,Male,60,36.73,4497.01,Two year,Fiber optic,Yes,No internet service,No,64,6,0,0
872,27,Female,45,24.0,2027.62,Month-to-month,DSL,No,No,No,281,7,0,1
873,43,Female,69,87.49,1667.63,Month-to-month,DSL,No,No internet service,No internet service,244,0,0,0
874,36,Female,32,98.5,103.51,Month-to-month,DSL,No,No,No,910,5,1,1
875,56,Female,44,83.45,4141.43,Month-to-month,Fiber optic,No internet service,No,No internet service,591,6,0,1
876,79,Female,65,88.3,4014.85,Two year,Fiber optic,No,No internet service,No,408,4,1,0
877,20,Female,8,39.36,567.05,Month-to-month,No,Yes,Yes,No,899,4,1,1
878,62,Female,43,96.85,2905.44,One year,Fiber optic,No internet service,No,No,380,6,1,1
879,30,Female,1,35.75,2346.71,Month-to-month,No,Yes,No internet service,No,476,2,2,1
880,67,Male,51,96.11,637.61,Month-to-month,No,No internet service,No,No internet service,546,5,1,1
881,45,Male,24,99.59,4903.81,Month-to-month,No,No internet service,Yes,No internet service,877,6,0,1
882,79,Male,24,76.94,1112.74,Two year,No,No internet service,Yes,No,535,0,2,0
883,75,Male,17,98.49,382.81,Month-to-month,No,No internet service,No,No,857,1,0,1
884,37,Female,5,65.56,2994.49,One year,DSL,Yes,Yes,No internet service,498,3,1,0
885,45,Male,20,40.76,3707.39,Month-to-month,Fiber optic,No,No internet service,Yes,462,7,0,1
886,25,Female,21,54.96,210.6,Month-to-month,DSL,Yes,No internet service,Yes,379,9,2,1
887,78,Male,58,67.48,3310.65,Month-to-month,No,No,No,Yes,781,5,2,1
888,58,Male,31,25.85,2684.84,One year,Fiber optic,Yes,Yes,No internet service,938,0,0,0
889,56,Male,11,69.79,561.16,Month-to-month,DSL,No internet service,No internet service,No internet service,196,9,0,1
890,18,Female,52,98.49,903.99,One year,DSL,No internet service,No internet service,Yes,308,4,0,0
891,20,Male,15,35.21,2861.47,One year,No,No,No internet service,Yes,341,6,2,1
892,30,Female,7,83.41,1516.97,Month-to-month,DSL,No,No,No,860,5,1,1
893,45,Female,28,92.63,4694.66,One year,DSL,Yes,No,No internet service,192,8,0,1
894,79,Male,51,95.5,4102.76,Two year,DSL,No,No internet service,No internet service,986,7,1,1
895,74,Male,58,96.81,4918.66,Month-to-month,DSL,Yes,No internet service,Yes,796,3,2,1
896,77,Male,5,61.72,1335.37,Month-to-month,DSL,No,Yes,Yes,676,4,0,1
897,66,Female,5,98.18,4850.13,One year,No,No,Yes,No internet service,414,6,0,1
898,42,Male,8,80.58,2184.61,One year,No,No,Yes,No,139,7,2,1
899,73,Female,64,32.93,1770.22,Month-to-month,DSL,No internet service,No,Yes,769,4,0,0
900,50,Female,10,58.15,299.23,Two year,No,No internet service,No internet service,No internet service,213,8,1,1
901,55,Male,38,77.47,311.19,One year,No,Yes,No,No internet service,530,9,2,1
902,70,Male,8,39.79,3475.46,One year,Fiber optic,No,No internet service,No,133,3,2,1
903,23,Female,25,71.25,2316.75,Two year,DSL,Yes,Yes,No,126,3,0,0
904,75,Female,66,73.33,1171.28,Two year,No,No,Yes,Yes,722,7,2,1
905,61,Female,50,33.02,3089.15,Month-to-month,No,No internet service,Yes,Yes,566,0,0,0
906,62,Male,67,65.21,1301.65,Two year,DSL,No internet service,Yes,Yes,534,7,0,0
907,49,Female,49,81.73,2909.28,Month-to-month,Fiber optic,No,No internet service,No internet service,639,4,2,1
908,62,Male,36,59.91,1828.08,Two year,DSL,No,Yes,Yes,652,0,0,0
909,78,Female,68,20.97,4126.58,One year,Fiber optic,No internet service,No internet service,No internet service,648,3,1,0
